index,creation_date,status,completion_date,surface_type,graffiti_spot,address,zipcode,ward,police_district,community_area,latitude,longitude,location
17-05339627,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Side,1901 S BLUE ISLAND AVE,60608,25,12,31,41.855933051368,-87.66263227456359,"(41.855933051368, -87.662632274564)"
17-05342529,08/10/2017,Completed,08/10/2017,Metal - Painted,Traffic Control Box,2800 S ASHLAND AVE,60608,25,9,31,41.840837181762,-87.6659703317424,"(41.840837181762, -87.665970331742)"
17-05340503,08/10/2017,Completed,08/10/2017,Metal - Painted,Door,2312 W CERMAK RD,60608,25,12,31,41.8521627386064,-87.6837866246101,"(41.852162738606, -87.68378662461)"
17-05333785,08/10/2017,Completed,08/10/2017,Brick - Painted,Side,3901 W 55TH ST,60632,13,8,62,41.7931285903647,-87.7207747634981,"(41.793128590365, -87.720774763498)"
17-05340109,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Front,871 S DESPLAINES ST,60607,25,1,28,41.870550588939,-87.64362245434641,"(41.870550588939, -87.643622454346)"
17-05337362,08/10/2017,Completed,08/10/2017,Metal - Painted,Pole,3287 S ARCHER AVE,60608,12,9,59,41.834087153541105,-87.6713857036056,"(41.834087153541, -87.671385703606)"
17-05333299,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Rear,3558 N NEVA AVE,60634,38,16,17,41.945188436330106,-87.8059138695962,"(41.94518843633, -87.805913869596)"
17-05305169,08/09/2017,Completed,08/10/2017,Brick - Unpainted,Front,4246 W MONTROSE AVE,60641,39,17,16,41.960982046783,-87.7345737177807,"(41.960982046783, -87.734573717781)"
17-05343189,08/10/2017,Completed,08/10/2017,Wood - Unpainted,Door,6912 N WAYNE AVE,60626,49,24,1,42.00711322760249,-87.66515514522791,"(42.007113227602, -87.665155145228)"
17-05340870,08/10/2017,Completed,08/10/2017,Metal - Painted,Garage,5159 S TROY ST,60632,14,9,63,41.799105170009696,-87.7023499467697,"(41.79910517001, -87.70234994677)"
17-05337314,08/10/2017,Completed,08/10/2017,Metal - Painted,Pole,2916 S ARCHER AVE,60608,11,9,60,41.841582653558895,-87.6583589267828,"(41.841582653559, -87.658358926783)"
17-05340493,08/10/2017,Completed,08/10/2017,Metal - Painted,Pole,2320 W CERMAK RD,60608,25,12,31,41.852157462625605,-87.68410191863408,"(41.852157462626, -87.684101918634)"
17-05314346,08/09/2017,Completed,08/10/2017,Metal - Painted,Dumpster,2712 W GUNNISON ST,60625,40,20,4,41.96975259431791,-87.69681456081601,"(41.969752594318, -87.696814560816)"
18-02898046,10/11/2018,Completed,10/11/2018,Metal - Painted,Front,1751 W BELMONT AVE,60657,32,19,6,41.9395282370091,-87.67302890280459,"(41.939528237009, -87.673028902805)"
17-05320382,08/09/2017,Completed,08/10/2017,Metal - Painted,Mail Box,2359 W WILSON AVE,60625,47,19,4,41.96476472428351,-87.6885589331339,"(41.964764724284, -87.688558933134)"
17-05341002,08/10/2017,Completed,08/10/2017,Brick - Painted,Front,235 N NB OUTER LAKE SHORE DR,60601,42,1,32,41.886254169375206,-87.61359906899591,"(41.886254169375, -87.613599068996)"
17-05337205,08/10/2017,Completed,08/10/2017,Wood - Unpainted,Front,600 N ROCKWELL ST,60612,27,12,23,41.8920183830882,-87.6918472747365,"(41.892018383088, -87.691847274737)"
17-05307124,08/09/2017,Completed,08/10/2017,Other / Unknown Surface,Garbage Cart,4345 S PAULINA ST,60609,15,9,61,41.8145212364996,-87.6674141453066,"(41.8145212365, -87.667414145307)"
17-05337224,08/10/2017,Completed,08/10/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2958 W 26TH ST,60623,24,10,30,41.8447291702729,-87.7000364849658,"(41.844729170273, -87.700036484966)"
17-05337400,08/10/2017,Completed,08/10/2017,Metal - Painted,Front,1523 W 51ST ST,60609,16,9,61,41.8012249315796,-87.6634061477224,"(41.80122493158, -87.663406147722)"
17-05299585,08/09/2017,Completed,08/10/2017,Other/Unknown Surface,Sign,4514 W 57TH ST,60629,13,8,62,41.7895570316891,-87.7360087471294,"(41.789557031689, -87.736008747129)"
17-05343041,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Sign,5453 N SPAULDING AVE,60625,39,17,13,41.980965292125504,-87.71109712087281,"(41.980965292125, -87.711097120873)"
17-05335207,08/10/2017,Completed,08/10/2017,Brick - Painted,Front,3539 S ARCHER AVE,60609,12,9,59,41.829603011653795,-87.678700607589,"(41.829603011654, -87.678700607589)"
17-05340567,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Dumpster,5553 N WASHTENAW AVE,60625,40,20,4,41.982913345293206,-87.6965764317896,"(41.982913345293, -87.69657643179)"
17-05342768,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Dumpster,1601 S WOLCOTT AVE,60608,25,12,31,41.859474188892605,-87.6734510782213,"(41.859474188893, -87.673451078221)"
17-05307241,08/09/2017,Completed,08/10/2017,Metal - Painted,Door,4336 S MARSHFIELD AVE,60609,15,9,61,41.814751906791294,-87.66650848306709,"(41.814751906791, -87.666508483067)"
17-05333361,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Side,3350 N NARRAGANSETT AVE,60634,36,16,17,41.9416319336011,-87.78634242220629,"(41.941631933601, -87.786342422206)"
17-05333586,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Door,2345 N MILWAUKEE AVE,60647,1,14,22,41.9238890154686,-87.6987286584699,"(41.923889015469, -87.69872865847)"
17-05340399,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Dumpster,2647 W BRYN MAWR AVE,60659,40,20,4,41.983025068611205,-87.6962393471808,"(41.983025068611, -87.696239347181)"
17-05324342,08/09/2017,Completed,08/10/2017,Brick - Unpainted,Side,5103 W CULLOM AVE,60641,45,16,15,41.958694044130205,-87.75506197857531,"(41.95869404413, -87.755061978575)"
17-05338189,08/10/2017,Completed,08/10/2017,Metal - Painted,Front,5421 S KEDZIE AVE,60632,14,9,63,41.7946653791936,-87.70344423431379,"(41.794665379194, -87.703444234314)"
18-02861276,10/07/2018,Completed,10/11/2018,Vinyl Siding,Side,3609 S HERMITAGE AVE,60609,12,9,59,41.8283322660144,-87.66897692800181,"(41.828332266014, -87.668976928002)"
17-05310705,08/09/2017,Completed,08/10/2017,Metal - Painted,Fence,31 S SANGAMON ST,60607,25,12,28,41.880740835794896,-87.650685719088,"(41.880740835795, -87.650685719088)"
17-05314488,08/09/2017,Completed,08/10/2017,Metal - Painted,Front,2101 W IRVING PARK RD,60618,47,19,5,41.954010154043296,-87.6812409409904,"(41.954010154043, -87.68124094099)"
17-05299519,08/09/2017,Completed,08/10/2017,Metal - Unpainted,Pole,5757 S KOLMAR AVE,60629,13,8,62,41.7877696558641,-87.7363284237721,"(41.787769655864, -87.736328423772)"
17-05335955,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Front,1561 N MILWAUKEE AVE,60622,1,14,24,41.909962433906294,-87.6765911313237,"(41.909962433906, -87.676591131324)"
17-05334036,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Side,4027 W 43RD ST,60632,14,8,57,41.815069989198,-87.725022855329,"(41.815069989198, -87.725022855329)"
17-05314781,08/09/2017,Completed,08/10/2017,Metal - Painted,Front,4916 S KEDZIE AVE,60632,14,8,58,41.8039111885179,-87.704000649535,"(41.803911188518, -87.704000649535)"
17-05333647,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Door,2349 N MILWAUKEE AVE,60647,1,14,22,41.924001294450896,-87.6989095099943,"(41.924001294451, -87.698909509994)"
17-05335272,08/10/2017,Completed,08/10/2017,Brick - Painted,Viaduct,1921 W 33RD ST,60608,12,9,59,41.83393897250809,-87.6738871711178,"(41.833938972508, -87.673887171118)"
17-05335268,08/10/2017,Completed,08/10/2017,Brick - Painted,Viaduct,1720 W 33RD ST,60608,12,9,59,41.8342368559969,-87.6689228926252,"(41.834236855997, -87.668922892625)"
17-05338337,08/10/2017,Completed,08/10/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,3900 S WESTERN AVE,60609,12,9,58,41.82295429411369,-87.68501298600599,"(41.822954294114, -87.685012986006)"
17-05318849,08/09/2017,Completed,08/10/2017,Aluminum Siding,Front,1011 W 18TH ST,60608,25,12,31,41.8579026927744,-87.6521562086121,"(41.857902692774, -87.652156208612)"
17-05336189,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Front,2630 N MILWAUKEE AVE,60647,35,14,22,41.929497848709396,-87.70834220094808,"(41.929497848709, -87.708342200948)"
17-05343103,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Sign,5456 N SAWYER AVE,60625,39,17,13,41.9810922477403,-87.71017681511049,"(41.98109224774, -87.71017681511)"
17-05340971,08/10/2017,Completed,08/10/2017,Brick - Painted,Front,231 N NB OUTER LAKE SHORE DR,60601,42,1,32,41.886204788662894,-87.6135930602451,"(41.886204788663, -87.613593060245)"
17-05342381,08/10/2017,Completed,08/10/2017,Metal - Painted,Pole,2296 S BLUE ISLAND AVE,60608,25,10,31,41.85058668017879,-87.6707454882926,"(41.850586680179, -87.670745488293)"
17-05337290,08/10/2017,Completed,08/10/2017,Metal - Painted,Front,1215 W 18TH ST,60608,25,12,31,41.8578328900496,-87.6570789325694,"(41.85783289005, -87.657078932569)"
17-05340504,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Dumpster,2641 W BRYN MAWR AVE,60659,40,20,4,41.9830265177051,-87.6960332675598,"(41.983026517705, -87.69603326756)"
17-05337861,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Sign,6200 N WESTERN AVE,60659,50,24,2,41.9941811771128,-87.6899142191793,"(41.994181177113, -87.689914219179)"
17-05336104,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Side,2867 N MILWAUKEE AVE,60618,35,14,21,41.9334710797974,-87.7143888906968,"(41.933471079797, -87.714388890697)"
17-05337302,08/10/2017,Completed,08/10/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1211 W 18TH ST,60608,25,12,31,41.857835378608605,-87.65690996316721,"(41.857835378609, -87.656909963167)"
18-02874974,10/09/2018,Completed,10/11/2018,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3710 S ALBANY AVE,60632,12,9,58,41.8258722637965,-87.7021851834125,"(41.825872263797, -87.702185183413)"
17-05314046,08/09/2017,Completed,08/10/2017,Wood - Unpainted,Alley,4845 N MERRIMAC AVE,60630,45,16,11,41.9697796044732,-87.78421047553871,"(41.969779604473, -87.784210475539)"
18-02884776,10/10/2018,Completed,10/11/2018,Metal - Painted,Pole,3132 W 51ST ST,60632,14,9,63,41.8009494010347,-87.70260863916971,"(41.800949401035, -87.70260863917)"
17-05301659,08/09/2017,Completed,08/10/2017,Other/Unknown Surface,Front,3209 W 36TH PL,60632,12,9,58,41.8270539486542,-87.7048873552162,"(41.827053948654, -87.704887355216)"
17-05304934,08/09/2017,Completed,08/10/2017,Brick - Unpainted,Rear,4501 N KEDZIE AVE,60625,33,17,14,41.9631006198272,-87.70815753547741,"(41.963100619827, -87.708157535477)"
17-05336812,08/10/2017,Completed,08/10/2017,Metal - Painted,Traffic Control Box,533 N STATE ST,60654,42,18,8,41.891784684494795,-87.6279235973797,"(41.891784684495, -87.62792359738)"
17-05335246,08/10/2017,Completed,08/10/2017,Metal - Painted,Dumpster,1756 W 35TH ST,60609,12,9,59,41.830557158791706,-87.67025419949431,"(41.830557158792, -87.670254199494)"
17-05310180,08/09/2017,Completed,08/10/2017,Brick - Unpainted,Front,4441 S KNOX AVE,60632,22,8,56,41.8119221303981,-87.7394587008315,"(41.811922130398, -87.739458700832)"
17-05337150,08/10/2017,Completed,08/10/2017,Metal - Painted,Sign,2101 W 36TH ST,60609,12,9,59,41.8284254527832,-87.6777290289122,"(41.828425452783, -87.677729028912)"
17-05342789,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Side,2313 W 36TH ST,60609,12,9,59,41.828368524770205,-87.6831387342325,"(41.82836852477, -87.683138734232)"
17-05314050,08/09/2017,Completed,08/10/2017,Brick - Painted,Side,3000 S SPRINGFIELD AVE,60623,22,10,30,41.838669119503,-87.72210260840679,"(41.838669119503, -87.722102608407)"
17-05342796,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Front,2311 W 36TH ST,60609,12,9,59,41.82836967690551,-87.6830551045246,"(41.828369676905, -87.683055104525)"
17-05337211,08/10/2017,Completed,08/10/2017,Wood - Unpainted,Front,2600 W GRAND AVE,60612,26,12,24,41.8924517294603,-87.6916553648664,"(41.89245172946, -87.691655364866)"
17-05338056,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Sign,1758 W 33RD PL,60608,12,9,59,41.833303876657,-87.6703422566177,"(41.833303876657, -87.670342256618)"
17-05340625,08/10/2017,Completed,08/10/2017,Metal - Painted,Door,2106 S KEDZIE AVE,60623,24,10,30,41.853412361609394,-87.70544845305392,"(41.853412361609, -87.705448453054)"
17-05340721,08/10/2017,Completed,08/10/2017,Metal - Painted,Front,5231 S KEDZIE AVE,60632,14,9,63,41.798054002838796,-87.7035379547364,"(41.798054002839, -87.703537954736)"
17-05343138,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Sign,4201 N HAMLIN AVE,60618,35,17,16,41.9574591335604,-87.72267603122421,"(41.95745913356, -87.722676031224)"
17-05335382,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Rear,10353 S INDIANA AVE,60628,9,5,49,41.7056408837269,-87.6184520067412,"(41.705640883727, -87.618452006741)"
18-02875988,10/09/2018,Completed,10/11/2018,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,3639 S ARCHER AVE,60609,12,9,59,41.827667258170095,-87.6818524352932,"(41.82766725817, -87.681852435293)"
17-05333539,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Pole,1633 N ASHLAND AVE,60622,32,14,24,41.91162754196951,-87.6675716326679,"(41.911627541969, -87.667571632668)"
17-05311185,08/09/2017,Completed,08/10/2017,Aluminum Siding,Garage,3045 S CENTRAL PARK AVE,60623,22,10,30,41.837547901664706,-87.7144578522509,"(41.837547901665, -87.714457852251)"
17-05342364,08/10/2017,Completed,08/10/2017,Metal - Painted,Pole,2866 W CERMAK RD,60623,12,10,30,41.85197321395,-87.6982698530508,"(41.85197321395, -87.698269853051)"
17-05326714,08/09/2017,Completed,08/10/2017,Vinyl Siding,Alley,1748 W 51ST ST,60609,20,9,61,41.8013897057835,-87.66916373428042,"(41.801389705783, -87.66916373428)"
18-02888083,10/10/2018,Completed,10/11/2018,Brick - Painted,Garage,5807 S HAMLIN AVE,60629,23,8,62,41.78758485173191,-87.7179558701957,"(41.787584851732, -87.717955870196)"
17-05341087,08/10/2017,Completed,08/10/2017,Metal - Painted,Rear,8421 S PULASKI RD,60652,18,8,70,41.7396701011723,-87.72145041642901,"(41.739670101172, -87.721450416429)"
18-02886584,10/10/2018,Completed,10/11/2018,Metal - Painted,Front,3378 S ARCHER AVE,60608,12,9,59,41.8326158581011,-87.6742485337418,"(41.832615858101, -87.674248533742)"
17-05342813,08/10/2017,Completed,08/10/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2715 W LAKE ST,60612,27,12,27,41.884211263484,-87.69448725751579,"(41.884211263484, -87.694487257516)"
17-05307545,08/09/2017,Completed,08/10/2017,Metal - Painted,Alley,4324 S MARSHFIELD AVE,60609,15,9,61,41.8150895736116,-87.66651620724609,"(41.815089573612, -87.666516207246)"
17-05340960,08/10/2017,Completed,08/10/2017,Brick - Painted,Rear,1958 W NORTH AVE,60622,2,14,24,41.910585126555794,-87.6775327647703,"(41.910585126556, -87.67753276477)"
17-05335895,08/10/2017,Completed,08/10/2017,Wood - Painted,Front,1553 N MILWAUKEE AVE,60622,1,14,24,41.9098171404418,-87.6763640158197,"(41.909817140442, -87.67636401582)"
17-05337960,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Front,3441 W CULLOM AVE,60618,35,17,16,41.95918093660151,-87.7147602765853,"(41.959180936601, -87.714760276585)"
17-05337969,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Rear,906 S WABASH AVE,60605,4,1,32,41.87034034220951,-87.62604816585649,"(41.870340342209, -87.626048165857)"
17-05293874,08/08/2017,Completed,08/10/2017,Metal - Painted,Alley,1468 W WARNER AVE,60613,47,19,6,41.9571708974786,-87.6669406249443,"(41.957170897479, -87.666940624944)"
17-05336771,08/10/2017,Completed,08/10/2017,Metal - Painted,Alley,2106 N DAMEN AVE,60647,32,14,22,41.91980588273471,-87.67784204073929,"(41.919805882735, -87.677842040739)"
17-05313842,08/09/2017,Completed,08/10/2017,Metal - Painted,Pole,2241 W FOSTER AVE,60625,40,20,4,41.9758284173746,-87.6859248131455,"(41.975828417375, -87.685924813145)"
17-05334449,08/10/2017,Completed,08/10/2017,Metal - Painted,Traffic Control Box,1816 W 35TH ST,60609,12,9,59,41.830549426571004,-87.6710928357156,"(41.830549426571, -87.671092835716)"
17-05314783,08/09/2017,Completed,08/10/2017,Metal - Painted,Front,4940 S KEDZIE AVE,60632,14,8,63,41.8032503045914,-87.7039813889993,"(41.803250304591, -87.703981388999)"
17-05339728,08/10/2017,Completed,08/10/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3245 S KOSTNER AVE,60623,22,10,30,41.8336148008209,-87.73384269936778,"(41.833614800821, -87.733842699368)"
17-05340416,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Front,857 W HUBBARD ST,60642,27,12,24,41.889953652493695,-87.6499142864404,"(41.889953652494, -87.64991428644)"
17-05337276,08/10/2017,Completed,08/10/2017,Metal - Painted,Door,1219 W 18TH ST,60608,25,12,31,41.85783040134079,-87.657247901811,"(41.857830401341, -87.657247901811)"
17-05341050,08/10/2017,Completed,08/10/2017,Metal - Painted,Pole,343 N LA SALLE DR,60654,42,18,8,41.888633328897704,-87.63236252748241,"(41.888633328898, -87.632362527482)"
17-05336178,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Front,3182 N MILWAUKEE AVE,60618,30,25,21,41.938666847457796,-87.72339881272079,"(41.938666847458, -87.723398812721)"
17-05335150,08/10/2017,Completed,08/10/2017,Wood - Painted,Front,3600 S ASHLAND AVE,60609,12,9,59,41.8285845391194,-87.6656625270238,"(41.828584539119, -87.665662527024)"
17-05336461,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Front,5917 N CLARK ST,60660,48,20,77,41.9889585506418,-87.66976030008541,"(41.988958550642, -87.669760300085)"
17-05337261,08/10/2017,Completed,08/10/2017,Metal - Painted,Pole,2440 W OGDEN AVE,60608,28,10,28,41.864368911890104,-87.68744757367641,"(41.86436891189, -87.687447573676)"
17-05301410,08/09/2017,Completed,08/10/2017,Vinyl Siding,Garage,2206 W 34TH ST,60608,25,9,59,41.8322574733116,-87.6805331521105,"(41.832257473312, -87.680533152111)"
18-02889163,10/10/2018,Completed,10/11/2018,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1701 W 49TH ST,60609,20,9,61,41.8048302922089,-87.6673623332261,"(41.804830292209, -87.667362333226)"
17-05311182,08/09/2017,Completed,08/10/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,162 W DIVISION ST,60610,2,18,8,41.9039718223282,-87.6339093439592,"(41.903971822328, -87.633909343959)"
17-05315245,08/09/2017,Completed,08/10/2017,Metal - Unpainted,Phone,5549 W ADDISON ST,60641,36,16,15,41.945772203874995,-87.76629797477,"(41.945772203875, -87.76629797477)"
18-02890046,10/10/2018,Completed,10/11/2018,Brick - Unpainted,Front,2955 W 53RD ST,60632,14,9,63,41.797146322547995,-87.69854838091959,"(41.797146322548, -87.69854838092)"
17-05317094,08/09/2017,Completed,08/10/2017,Brick - Unpainted,Side,12453 S EMERALD AVE,60628,34,5,53,41.6671720355599,-87.640202916763,"(41.66717203556, -87.640202916763)"
17-05304928,08/09/2017,Completed,08/10/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Pole,2559 S ARCHER AVE,60608,11,9,60,41.846075786841,-87.64854897676041,"(41.846075786841, -87.64854897676)"
17-05342558,08/10/2017,Completed,08/10/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Door,2701 S TRUMBULL AVE,60623,22,10,30,41.84251604837429,-87.7109312677457,"(41.842516048374, -87.710931267746)"
18-02878492,10/09/2018,Completed,10/11/2018,Brick - Unpainted,Front,2228 S SACRAMENTO AVE,60623,12,10,30,41.850953886294896,-87.7004755287075,"(41.850953886295, -87.700475528707)"
18-02881457,10/10/2018,Completed,10/11/2018,Vinyl Siding,Door,3632 W 82ND PL,60652,18,8,70,41.7433396287041,-87.71338014658579,"(41.743339628704, -87.713380146586)"
17-05315762,08/09/2017,Completed,08/10/2017,Aluminum Siding,Garage,5117 W NELSON ST,60641,31,25,19,41.935876471586795,-87.7548661194233,"(41.935876471587, -87.754866119423)"
17-05336850,08/10/2017,Completed,08/10/2017,Metal - Painted,Alley,1977 W NORTH AVE,60622,1,14,24,41.9103659971874,-87.6775149707033,"(41.910365997187, -87.677514970703)"
17-05316846,08/09/2017,Completed,08/10/2017,Brick - Painted,Viaduct,2815 N CALIFORNIA AVE,60618,33,14,21,41.9326116893967,-87.697481880487,"(41.932611689397, -87.697481880487)"
17-05337956,08/10/2017,Completed,08/10/2017,Metal - Unpainted,Mail Box,2839 S ARCHER AVE,60608,11,9,60,41.842695478349206,-87.6555092169774,"(41.842695478349, -87.655509216977)"
17-05342619,08/10/2017,Completed,08/10/2017,Metal - Painted,Door,2800 S SPAULDING AVE,60623,22,10,30,41.8407452996055,-87.7075062762117,"(41.840745299606, -87.707506276212)"
17-05339827,08/10/2017,Completed,08/10/2017,Brick - Unpainted,Rear,706 N ABERDEEN ST,60642,27,12,24,41.894641624325295,-87.65436496113409,"(41.894641624325, -87.654364961134)"
