Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
08/18/2017,Completed,08/18/2017,17-05532592,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,1735 W CERMAK RD,60608,1164983.78782038,1889452.84897736,25,10,31,,41.85215434779100,-87.66987153420040,"(41.852154347791, -87.6698715342)"
08/17/2017,Completed,08/18/2017,17-05518121,Graffiti Removal,Metal - Painted,Garage,2518 S KARLOV AVE,60623,1149673.30926726,1886885.40822388,22,10,30,,41.84539416157360,-87.7263519794103,"(41.845394161574, -87.72635197941)"
08/18/2017,Completed,08/18/2017,17-05531309,Graffiti Removal,Metal - Painted,Front,232 E OHIO ST,60611,1177951.13702066,1904246.35816773,42,18,8,,41.89269087218520,-87.62136275221150,"(41.892690872185, -87.621362752211)"
08/18/2017,Completed,08/18/2017,17-05530760,Graffiti Removal,Metal - Painted,Pole,341 N LAKE SHORE DR,60601,1180111.25000376,1902415.77832567,42,1,32,,41.88748595488490,-87.61387838375860,"(41.887485954885, -87.613878383759)"
08/17/2017,Completed,08/18/2017,17-05508991,Graffiti Removal,Brick - Painted,Front,6837 N GLENWOOD AVE,60626,1165739.7041246,1945454.97330585,49,24,1,24,42.00663707255020,-87.66554715692030,"(42.00663707255, -87.66554715692)"
08/17/2017,Completed,08/18/2017,17-05512040,Graffiti Removal,Asphalt,Alley,651 W 45TH ST,60609,1172621.50837558,1875052.06946644,11,9,61,,41.81246419801090,-87.6428086824819,"(41.812464198011, -87.642808682482)"
08/18/2017,Completed,08/18/2017,17-05524510,Graffiti Removal,Metal - Painted,Alley,2622 W SUNNYSIDE AVE,60625,1157998.4100269,1929791.92857287,47,19,4,,41.963212032758900,-87.69448178819670,"(41.963212032759, -87.694481788197)"
10/11/2018,Completed,10/12/2018,18-02899115,Graffiti Removal,Brick - Unpainted,Rear,1921 W 36TH ST,60609,1164048.218215,1880816.84337038,12,9,59,,41.82847415153030,-87.67370150383170,"(41.82847415153, -87.673701503832)"
08/18/2017,Completed,08/18/2017,17-05529410,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,3705 S ROCKWELL ST,60632,1159641.01450479,1879988.35067737,12,9,58,,41.82639481173340,-87.68967093535180,"(41.826394811733, -87.689670935352)"
08/17/2017,Completed,08/18/2017,17-05513001,Graffiti Removal,Metal - Painted,Pole,4411 W WALTON ST,60651,1146792.40733209,1905962.06407246,37,11,23,,41.8978200604973,-87.73652201116800,"(41.897820060497, -87.736522011168)"
08/18/2017,Completed,08/18/2017,17-05532158,Graffiti Removal,Metal - Unpainted,Front,447 N MORGAN ST,60642,1169690.44818301,1903303.08523326,27,12,24,,41.89029204731820,-87.65212460113700,"(41.890292047318, -87.652124601137)"
08/17/2017,Completed,08/18/2017,17-05509955,Graffiti Removal,Glass,Front,202 N SANGAMON ST,60607,1170055.90139467,1901651.64059513,27,12,28,,41.88572465909360,-87.65112530913380,"(41.885724659094, -87.651125309134)"
08/17/2017,Completed,08/18/2017,17-05518668,Graffiti Removal,Metal - Painted,Pole,4659 S KEDZIE AVE,60632,1155821.1957733,1873564.37702919,14,9,58,39,41.80821004990400,-87.70383217948800,"(41.808210049904, -87.703832179488)"
10/12/2018,Completed,10/12/2018,18-02906234,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4233 N KOSTNER AVE,60641,1146090.88772129,1927927.17249452,39,17,16,,41.95820708140820,-87.73816254866100,"(41.958207081408, -87.738162548661)"
10/11/2018,Completed,10/12/2018,18-02890201,Graffiti Removal,Metal - Painted,Pole,5419 S PULASKI RD,60632,1150623.64750143,1868368.82737768,23,8,62,,41.79444635849180,-87.72304852946120,"(41.794446358492, -87.723048529461)"
10/11/2018,Completed,10/12/2018,18-02891872,Graffiti Removal,Brick - Unpainted,Side,4501 S WHIPPLE ST,60632,1156786.88323037,1874644.83617612,15,9,58,,41.811728013841500,-87.70028305449960,"(41.811728013841, -87.7002830545)"
10/08/2018,Completed - Dup,10/12/2018,18-02867183,Graffiti Removal,Metal - Painted,Side,704 S HOLDEN CT,60605,1176691.73711379,1897123.32602353,4,1,32,,41.87292356701980,-87.62689522454740,"(41.87292356702, -87.626895224547)"
08/17/2017,Completed,08/18/2017,17-05513740,Graffiti Removal,Brick - Unpainted,Side,3058 S AVERS AVE,60623,1151191.7229098,1884046.23158219,22,10,30,,41.83703591986490,-87.72083831324800,"(41.837035919865, -87.720838313248)"
10/11/2018,Completed,10/12/2018,18-02894021,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,5159 S KEDZIE AVE,60632,1155918.86936866,1870241.29918181,14,9,63,,41.7990868845135,-87.70356970472010,"(41.799086884514, -87.70356970472)"
10/10/2018,Completed - Dup,10/12/2018,18-02888843,Graffiti Removal,Brick - Unpainted,Side,1640 W DIVISION ST,60622,1165125.54012058,1908061.58542807,1,14,24,33,41.903429063256000,-87.66912960627100,"(41.903429063256, -87.669129606271)"
10/10/2018,Completed,10/12/2018,18-02883586,Graffiti Removal,Brick - Unpainted,Rear,5959 W DIVERSEY AVE,60639,1136104.9594842,1917994.76940304,30,25,19,,41.931030303544600,-87.77590313180970,"(41.931030303545, -87.77590313181)"
10/12/2018,Completed,10/12/2018,18-02906310,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4223 N KOSTNER AVE,60641,1146095.84512297,1927821.52972834,39,17,16,,41.957924329768400,-87.73814736303030,"(41.957924329768, -87.73814736303)"
08/18/2017,Completed,08/18/2017,17-05529523,Graffiti Removal,Glass,Front,3059 S SPRINGFIELD AVE,60623,1150859.5480926,1884029.29171032,22,10,30,,41.837019009689100,-87.7217647510245,"(41.837019009689, -87.721764751024)"
08/18/2017,Completed,08/18/2017,17-05532028,Graffiti Removal,Brick - Unpainted,Front,1606 S RACINE AVE,60608,1168632.06021857,1892195.31589393,25,12,31,,41.85952926126920,-87.65661908221640,"(41.859529261269, -87.656619082216)"
10/11/2018,Completed,10/12/2018,18-02894636,Graffiti Removal,Metal - Painted,Door,4131 S FRANCISCO AVE,60632,1157646.35329928,1876912.65567071,12,9,58,39,41.8174323523968,-87.69679079209560,"(41.817432352397, -87.696790792096)"
08/18/2017,Completed,08/18/2017,17-05529568,Graffiti Removal,Wood - Painted,Sign,1956 W 21ST ST,60608,1163648.67726776,1890085.27233083,25,12,31,,41.854123860738200,-87.6756990712757,"(41.854123860738, -87.675699071276)"
10/12/2018,Completed,10/12/2018,18-02906065,Graffiti Removal,Metal - Painted,Rear,3239 W IRVING PARK RD,60618,1153965.83216793,1926411.98618352,33,17,16,60,41.95379567807030,-87.70961297865390,"(41.95379567807, -87.709612978654)"
08/18/2017,Completed,08/18/2017,17-05532404,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,1911 S DAMEN AVE,60608,1163344.40047792,1890577.62682351,25,12,31,,41.85540845567230,-87.67578613873210,"(41.855408455672, -87.675786138732)"
08/17/2017,Completed,08/18/2017,17-05518560,Graffiti Removal,Wood - Unpainted,Fence,3500 N KEATING AVE,60641,1144206.1305146,1922982.30892763,30,17,15,,41.9447574645483,-87.74551335648630,"(41.944757464548, -87.745513356486)"
08/18/2017,Completed,08/18/2017,17-05532903,Graffiti Removal,Brick - Unpainted,Side,1824 S ASHLAND AVE,60608,1166011.00138884,1891219.98110306,25,12,31,,41.8569918886223,-87.66627185878990,"(41.856991888622, -87.66627185879)"
08/17/2017,Completed,08/18/2017,17-05513394,Graffiti Removal,Metal - Painted,Dumpster,3423 N RACINE AVE,60657,1167677.89911823,1922966.60687881,44,19,6,,41.94423479741650,-87.65894472792650,"(41.944234797417, -87.658944727927)"
08/18/2017,Completed,08/18/2017,17-05529590,Graffiti Removal,Wood - Painted,Door,2056 S DAMEN AVE,60608,1163353.30123381,1890266.46429782,25,12,31,,41.85403452128630,-87.67604252493820,"(41.854034521286, -87.676042524938)"
08/18/2017,Completed,08/18/2017,17-05529549,Graffiti Removal,Metal - Unpainted,Door,2257 S DAMEN AVE,60608,1163391.67502223,1888955.20783162,25,10,31,,41.85047276021800,-87.67564560504450,"(41.850472760218, -87.675645605044)"
08/18/2017,Completed,08/18/2017,17-05530549,Graffiti Removal,Metal - Painted,Pole,2201 S DAMEN AVE,60608,1163378.74927219,1889398.09151704,25,10,31,,41.852133541434800,-87.67569192375690,"(41.852133541435, -87.675691923757)"
10/11/2018,Completed,10/12/2018,18-02899101,Graffiti Removal,Brick - Unpainted,Garage,3601 S WINCHESTER AVE,60609,1163940.718215,1880807.74337038,12,9,59,,41.828489831151400,-87.6738717976528,"(41.828489831151, -87.673871797653)"
10/11/2018,Completed,10/12/2018,18-02894375,Graffiti Removal,Brick - Painted,Side,8045 W IRVING PARK RD,60634,1121615.50989374,1925594.86452516,38,16,17,,41.95213270831200,-87.82868720103130,"(41.952132708312, -87.828687201031)"
08/17/2017,Completed,08/18/2017,17-05514050,Graffiti Removal,Other/Unknown Surface,Front,3178 N ELSTON AVE,60618,1157213.22558272,1920966.7621695,33,14,21,,41.93891837686120,-87.69785250727450,"(41.938918376861, -87.697852507274)"
08/18/2017,Completed,08/18/2017,17-05531335,Graffiti Removal,Metal - Painted,Pole,88 E MONROE ST,60603,1177226.19101512,1899957.44636756,42,1,32,,41.880933441963100,-87.62450324475790,"(41.880933441963, -87.624503244758)"
08/18/2017,Completed,08/18/2017,17-05532428,Graffiti Removal,Brick - Unpainted,Front,1918 S DAMEN AVE,60608,1163344.70047792,1890566.12682351,25,12,31,,41.85518324393430,-87.67607478748760,"(41.855183243934, -87.676074787488)"
10/12/2018,Completed,10/12/2018,18-02906357,Graffiti Removal,Metal - Unpainted,Newspaper Box,3900 W BERTEAU AVE,60618,1149638.85002858,1927628.99996721,39,17,16,,41.9574426268689,-87.72533809312700,"(41.957442626869, -87.725338093127)"
08/18/2017,Completed,08/18/2017,17-05529452,Graffiti Removal,Brick - Painted,Door,3020 S HAMLIN AVE,60623,1151517.01242159,1884313.38711285,22,10,30,,41.8381411649534,-87.71964566708520,"(41.838141164953, -87.719645667085)"
10/12/2018,Completed,10/12/2018,18-02902798,Graffiti Removal,Metal - Painted,Front,1949 N SHEFFIELD AVE,60614,1169321.05861184,1913169.06302393,43,18,7,,41.91735864631220,-87.65319731645610,"(41.917358646312, -87.653197316456)"
08/17/2017,Completed - Dup,08/18/2017,17-05508462,Graffiti Removal,Brick - Painted,Side,6933 W IMLAY ST,60631,1129107.22049867,1942375.39678767,41,16,10,,41.99806921274570,-87.80037192746080,"(41.998069212746, -87.800371927461)"
08/17/2017,Completed,08/18/2017,17-05516792,Graffiti Removal,Brick - Unpainted,Front,4853 N WESTERN AVE,60625,1159485.22571123,1932282.38990284,47,20,4,21,41.97021073102190,-87.68881159560570,"(41.970210731022, -87.688811595606)"
08/17/2017,Completed,08/18/2017,17-05513628,Graffiti Removal,Metal - Painted,Garage,2040 W 21ST ST,60608,1163088.97726776,1890070.37233083,25,12,31,,41.85409774709550,-87.67754028888260,"(41.854097747095, -87.677540288883)"
10/11/2018,Completed,10/12/2018,18-02899262,Graffiti Removal,Metal - Painted,Traffic Control Box,340 W ONTARIO ST,60654,1173817.52798532,1904421.57029075,42,18,8,,41.893255328806100,-87.63715991559570,"(41.893255328806, -87.637159915596)"
10/11/2018,Completed,10/12/2018,18-02897889,Graffiti Removal,Metal - Unpainted,Pole,2919 W 53RD ST,60632,1157737.27447431,1869362.12769262,14,9,63,,41.79717096288300,-87.69722427928940,"(41.797170962883, -87.697224279289)"
08/18/2017,Completed,08/18/2017,17-05532185,Graffiti Removal,Metal - Unpainted,Sign,2058 S DAMEN AVE,60608,1163356.07726776,1890166.57233083,25,12,31,,41.85403452128630,-87.67604252493820,"(41.854034521286, -87.676042524938)"
08/18/2017,Completed,08/18/2017,17-05533126,Graffiti Removal,Brick - Unpainted,Front,2000 W LAKE ST,60612,1163042.14821453,1901361.55478635,27,12,28,,41.88508788524990,-87.67686803898750,"(41.88508788525, -87.676868038988)"
10/11/2018,Completed,10/12/2018,18-02897471,Graffiti Removal,Brick - Painted,Front,4210 N CLARK ST,60613,1166131.81272058,1928106.93031286,47,19,6,,41.95832601353880,-87.66479766241990,"(41.958326013539, -87.66479766242)"
08/17/2017,Completed,08/18/2017,17-05517176,Graffiti Removal,Brick - Painted,Viaduct,2498 S STEWART AVE,60616,1174085.01668259,1887682.85263001,11,9,34,,41.84720985469330,-87.63674287477380,"(41.847209854693, -87.636742874774)"
08/17/2017,Completed,08/18/2017,17-05508973,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,200 W ADAMS ST,60606,1174763.85348782,1899414.83820609,42,1,32,,41.879495472483200,-87.63382966060510,"(41.879495472483, -87.633829660605)"
08/18/2017,Completed,08/18/2017,17-05531228,Graffiti Removal,Metal - Painted,Pole,342 E ILLINOIS ST,60611,1178869.33006875,1903693.64588792,42,18,8,,41.891147325756400,-87.61839727431600,"(41.891147325756, -87.618397274316)"
08/17/2017,Completed,08/18/2017,17-05510893,Graffiti Removal,Metal - Unpainted,Front,1647 S BLUE ISLAND AVE,60608,1167688.82970642,1892032.02370805,25,12,31,,41.85850543905700,-87.66043157478530,"(41.858505439057, -87.660431574785)"
08/18/2017,Completed - Dup,08/18/2017,17-05533037,Graffiti Removal,Wood - Painted,Fence,2002 N DAMEN AVE,60647,1162709.87349626,1913324.45199459,32,14,22,33,41.91785546500940,-87.67777198693930,"(41.917855465009, -87.677771986939)"
08/18/2017,Completed,08/18/2017,17-05529565,Graffiti Removal,Metal - Unpainted,Pole,1958 W 21ST ST,60608,1163635.17726776,1890084.97233083,25,12,31,,41.8541228162021,-87.67577458141570,"(41.854122816202, -87.675774581416)"
08/18/2017,Completed,08/18/2017,17-05529520,Graffiti Removal,Metal - Painted,Pole,4041 S KEDZIE AVE,60632,1155678.28117051,1877482.71002101,12,9,58,,41.819623137571100,-87.70427601218800,"(41.819623137571, -87.704276012188)"
08/18/2017,Completed,08/18/2017,17-05532556,Graffiti Removal,Brick - Unpainted,Garage,1734 W CERMAK RD,60608,1164995.08782038,1889453.14897736,25,12,31,,41.852373834754500,-87.66987762110460,"(41.852373834754, -87.669877621105)"
08/18/2017,Completed,08/18/2017,17-05529561,Graffiti Removal,Metal - Unpainted,Pole,2003 W CULLERTON ST,60608,1163328.80440506,1890410.75058357,25,12,31,,41.85481340229140,-87.67611433002260,"(41.854813402291, -87.676114330023)"
08/18/2017,Completed,08/18/2017,17-05529602,Graffiti Removal,Metal - Painted,Mail Box,2031 S WOOD ST,60608,1164688.30171916,1890259.03281472,25,12,31,,41.854109894957400,-87.67085079898810,"(41.854109894957, -87.670850798988)"
08/17/2017,Completed,08/18/2017,17-05516353,Graffiti Removal,Brick - Painted,Garage,3900 W 78TH ST,60652,1151510.7982066,1852590.96429348,18,8,70,,41.75149180902340,-87.7204459673054,"(41.751491809023, -87.720445967305)"
08/18/2017,Completed,08/18/2017,17-05530691,Graffiti Removal,Metal - Painted,Dumpster,1902 W CULLERTON ST,60608,1164002.73422728,1890427.52259955,25,12,31,,41.85506664396280,-87.6736711678853,"(41.855066643963, -87.673671167885)"
08/17/2017,Completed,08/18/2017,17-05522138,Graffiti Removal,Metal - Painted,Traffic Control Box,5459 W LAWRENCE AVE,60630,1138994.87008529,1931357.70728219,45,16,15,,41.967693366549900,-87.76496792688650,"(41.96769336655, -87.764967926887)"
10/11/2018,Completed,10/12/2018,18-02892327,Graffiti Removal,Aluminum Siding,Side,323 N PULASKI RD,60624,1149673.71963064,1901668.04251033,37,11,26,,41.88615061280370,-87.7256771345751,"(41.886150612804, -87.725677134575)"
08/17/2017,Completed,08/18/2017,17-05519158,Graffiti Removal,Other / Unknown Surface,Garbage Cart,4909 W AINSLIE ST,60630,1142700.79351679,1932130.39748516,45,16,12,,41.969709571912200,-87.75064962338000,"(41.969709571912, -87.75064962338)"
08/18/2017,Completed,08/18/2017,17-05530612,Graffiti Removal,Metal - Painted,Dumpster,2015 S DAMEN AVE,60608,1163353.50123381,1890259.96429782,25,12,31,,41.854439155216300,-87.67575976190070,"(41.854439155216, -87.675759761901)"
08/18/2017,Completed,08/18/2017,17-05529618,Graffiti Removal,Metal - Painted,Pole,1833 W 18TH ST,60608,1164432.23492169,1891434.98202077,25,12,31,,41.857596177629400,-87.67243641010620,"(41.857596177629, -87.672436410106)"
08/18/2017,Completed,08/18/2017,17-05532871,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1836 S ASHLAND AVE,60608,1166013.10138884,1891125.38110306,25,12,31,,41.856710967625200,-87.66626617342640,"(41.856710967625, -87.666266173426)"
08/17/2017,Completed,08/18/2017,17-05518675,Graffiti Removal,Metal - Painted,Pole,4701 S KEDZIE AVE,60632,1155831.2957733,1873285.37702919,14,9,58,39,41.80805426764560,-87.70382554114950,"(41.808054267646, -87.70382554115)"
08/18/2017,Completed,08/18/2017,17-05530538,Graffiti Removal,Metal - Painted,Pole,2000 W CULLERTON ST,60608,1163349.00440506,1890411.25058357,25,12,31,,41.85503448839160,-87.67604685587610,"(41.855034488392, -87.676046855876)"
08/17/2017,Completed,08/18/2017,17-05507662,Graffiti Removal,Metal - Painted,Garage,2354 S RIDGEWAY AVE,60623,1151743.96441346,1888094.42092396,22,10,30,,41.84819442031430,-87.7187056341868,"(41.848194420314, -87.718705634187)"
10/11/2018,Completed - Dup,10/12/2018,18-02896730,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Garage,4342 N MOZART ST,60618,1156599.48427114,1928717.94353323,33,17,16,60,41.960690801646100,-87.69981780467600,"(41.960690801646, -87.699817804676)"
10/08/2018,Completed,10/12/2018,18-02864366,Graffiti Removal,Glass,Window,2767 N MILWAUKEE AVE,60647,1153519.44453054,1918206.81432765,35,14,22,,41.93154119756200,-87.71123308227750,"(41.931541197562, -87.711233082277)"
08/18/2017,Completed,08/18/2017,17-05529544,Graffiti Removal,Metal - Unpainted,Door,2259 S DAMEN AVE,60608,1163391.97502223,1888945.30783162,25,10,31,,41.85041004548330,-87.67564429032850,"(41.850410045483, -87.675644290328)"
08/18/2017,Completed,08/18/2017,17-05532906,Graffiti Removal,Brick - Unpainted,Side,2057 W CERMAK RD,60608,1162993.87119901,1889397.76487032,25,10,31,,41.85203030989390,-87.67809097304220,"(41.852030309894, -87.678090973042)"
08/17/2017,Completed,08/18/2017,17-05514543,Graffiti Removal,Brick - Unpainted,Side,3900 W 31ST ST,60623,1150866.9480926,1883758.59171032,22,10,30,,41.83703373753450,-87.72197260949980,"(41.837033737534, -87.7219726095)"
08/18/2017,Completed,08/18/2017,17-05531990,Graffiti Removal,Brick - Unpainted,Front,1602 S RACINE AVE,60608,1168631.66021857,1892208.61589393,25,12,31,,41.85965506390280,-87.65662287794420,"(41.859655063903, -87.656622877944)"
08/18/2017,Completed,08/18/2017,17-05529597,Graffiti Removal,Metal - Unpainted,Mail Box,2057 S WOOD ST,60608,1164690.13512417,1890202.59972217,25,12,31,,41.854109894957400,-87.67085079898810,"(41.854109894957, -87.670850798988)"
10/12/2018,Completed,10/12/2018,18-02906299,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4227 N KOSTNER AVE,60641,1146093.84512297,1927863.72972834,39,17,16,,41.95803743042620,-87.73815343726820,"(41.958037430426, -87.738153437268)"
10/11/2018,Completed,10/12/2018,18-02897546,Graffiti Removal,Brick - Painted,Side,6962 N GLENWOOD AVE,60626,1165564.2748685,1946335.4524189,49,24,1,24,42.00857095136760,-87.66634557726400,"(42.008570951368, -87.666345577264)"
08/18/2017,Completed,08/18/2017,17-05529558,Graffiti Removal,Metal - Painted,Door,2018 W 23RD ST,60608,1163397.17848564,1888748.27349631,25,10,31,,41.85045967755650,-87.67656388075480,"(41.850459677557, -87.676563880755)"
08/17/2017,Completed,08/18/2017,17-05518071,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,4754 W BYRON ST,60641,1143988.57062041,1925493.60943168,45,17,15,28,41.951684974139300,-87.74684322003810,"(41.951684974139, -87.746843220038)"
08/18/2017,Completed,08/18/2017,17-05532352,Graffiti Removal,Metal - Unpainted,Sign,2059 S DAMEN AVE,60608,1163356.07726776,1890164.37233083,25,12,31,,41.85404045688060,-87.67574899290030,"(41.854040456881, -87.6757489929)"
08/18/2017,Completed,08/18/2017,17-05529531,Graffiti Removal,Metal - Painted,Pole,3058 S SPRINGFIELD AVE,60623,1150859.3480926,1884035.99171032,22,10,30,,41.837014440330200,-87.72205825044640,"(41.83701444033, -87.722058250446)"
